composition_1,composition_2,composition_3,density,electronegativity,atomic_radius,band_gap,energy_above_hull,melting_point
0.5,0.5,0.0,7.480290193352386,1.7066666666666668,1.6900000000000002,0.0,0.036108173999997,-0.289512633000001
0.5,0.5,0.0,6.62851239520033,1.7766666666666666,1.5899999999999999,0.0,0.030916730000000003,-0.360996084166666
0.5,0.5,0.0,8.766468060930872,1.8666666666666665,1.4566666666666668,0.0,0.022079342261903,-0.29168813023809403
0.5,0.5,0.0,15.906881138538052,2.0233333333333334,1.593333333333333,0.0,0.0,-0.088807944999998
0.5,0.5,0.0,6.151529119284306,1.8,1.3966666666666667,0.0,0.0,-0.625177445
0.5,0.5,0.0,6.296421914378502,2.41,1.1633333333333333,0.0,0.0,-1.136651947999999
0.5,0.5,0.0,7.858464274520028,1.9900000000000002,1.3833333333333335,0.0,0.037218823011361,-0.23456280683238903
0.5,0.5,0.0,8.6561372589003,1.9633333333333336,1.4133333333333333,0.0,0.049292338046871005,-0.137721520703131
0.5,0.5,0.0,9.917791775836138,1.6300000000000001,1.7533333333333332,0.0,0.004972128611109,-0.23407004722222402
0.5,0.5,0.0,5.03422707592568,1.8966666666666665,1.3733333333333333,0.0,0.0,-0.42309461000000004
0.5,0.5,0.0,9.286787613124723,1.6733333333333331,1.5866666666666667,0.0,0.044765474280302,-0.131684024166666
0.5,0.5,0.0,7.809122523164001,1.9933333333333334,1.3299999999999998,0.0,0.0,-0.507503998214284
0.5,0.5,0.0,9.297002557231611,1.9049999999999998,1.47,0.0,0.0430200825,0.0430200825
0.5,0.5,0.0,9.375206695303214,1.9049999999999998,1.47,0.0,0.041428610000000005,0.041428610000000005
0.5,0.5,0.0,8.354635033074917,1.6433333333333333,1.5966666666666667,0.0,0.022619536666666003,-0.25223091666666503
0.5,0.5,0.0,8.716412109275309,1.8199999999999996,1.4533333333333331,0.0,0.009078507499999,-0.163784274999999
0.5,0.5,0.0,8.332175103986186,1.9533333333333331,1.4233333333333331,0.0,0.014259523749998,-0.127051317500001
0.5,0.5,0.0,9.424735648377471,1.6366666666666667,1.7299999999999998,0.0,0.0,-0.308017847777776
0.5,0.5,0.0,8.537709982919951,1.6366666666666667,1.63,0.0,0.0,-0.272428915833331
0.5,0.5,0.0,8.300429841600447,2.283333333333333,1.1666666666666667,0.0,0.0,-0.027755303750001
0.5,0.5,0.0,9.197539101202702,1.8733333333333333,1.4333333333333333,0.0,0.008674284375,-0.24082098499999902
0.5,0.5,0.0,8.01003660800462,1.6466666666666665,1.6633333333333333,0.0,0.0,-0.19093916125000002
0.5,0.5,0.0,5.4165097313634885,1.7233333333333334,1.5933333333333335,0.0,0.0036201899999990005,-0.3903659975
0.5,0.5,0.0,9.329796432727012,1.9233333333333331,1.4633333333333332,0.0,0.034833898541666006,-0.135795281249999
0.5,0.5,0.0,9.141359412114879,1.8199999999999996,1.4533333333333331,0.0,0.007258230000000001,-0.12022703749999901
0.5,0.5,0.0,9.650024411319189,1.6833333333333333,1.7333333333333334,0.0,0.0,-0.38917302749999905
0.5,0.5,0.0,7.837648331024276,1.7833333333333332,1.5666666666666667,0.0,0.021118203437501003,-0.336294755833332
0.5,0.5,0.0,8.841516695534674,1.6500000000000001,1.6666666666666667,0.0,0.0,-0.259869711250019
0.5,0.5,0.0,10.084931112589874,1.6833333333333333,1.7333333333333334,0.0,0.048841962500001,-0.33290044499999805
